FID,NEWID,LENGTH,TIDE_M,SLOPE_PCT,ERR_M_YR,SL_MM_YR_,GEOM,WAVES_M,CVIVALUE,StateAbbr,FullState
12509,12877,0.10292,0.387,0.0375,-1.5,2.529,5,0.7,17.32,AL,Alabama
12510,12878,0.0596,0.39,0.0385,-0.8,2.5,5,0.7,15,AL,Alabama
12511,12879,0.05027,0.39,0.0394,-0.8,2.5,5,0.7,15,AL,Alabama
12512,12880,0.05111,0.418,0.0377,-0.456,2.3599999,5,0.7,12.25,AL,Alabama
12513,12881,0.03152,0.43,0.0366,0.06,2.3,5,0.7,12.25,AL,Alabama
12514,12882,0.08605,0.46,0.0242,0,9.6000004,5,0.5,15.81,AL,Alabama
12515,12883,0.11481,0.462,0.0229,0,9.5670004,5,0.5,15.81,AL,Alabama
13139,13507,0.0736,0.36,0.0365,-3,3.2460001,5,0.7,22.36,AL,Alabama
13140,13508,0.03716,0.36,0.0342,-4,3.0999999,5,0.7,25.82,AL,Alabama
13141,13509,0.03071,0.37,0.0433,-1.1,3.8,5,0.7,22.36,AL,Alabama
13142,13510,0.10181,0.37,0.0431,-1.1,3.8,5,0.7,22.36,AL,Alabama
13143,13511,0.06032,0.37,0.0411,-1.107,3.8,5,0.7,22.36,AL,Alabama
13144,13512,0.05095,0.361,0.0388,-3,3.3499999,5,0.7,22.36,AL,Alabama
13145,13513,0.05049,0.36,0.0366,-3,3.233,5,0.7,22.36,AL,Alabama
13146,13514,0.03231,0.36,0.0344,-4,3.0999999,5,0.7,25.82,AL,Alabama
13147,13515,0.04994,0.47,0.024,2,5.9000001,5,0.7,18.26,AL,Alabama
13148,13516,0.01486,0.47,0.025,0.13,5.9000001,5,0.7,22.36,AL,Alabama
