FID,NEWID,LENGTH,TIDE_M,SLOPE_PCT,ERR_M_YR,SL_MM_YR_,GEOM,WAVES_M,CVIVALUE,StateAbbr,FullState
41,42,0.01514,5.5999999,0.2386,0,1.45,1,1.3,2.236067977,ME,Maine
42,43,0.01514,5.5999999,0.2386,0,1.45,1,1.3,2.236067977,ME,Maine
43,44,0.00979,5.5999999,0.2789,0,1.45,1,1.3,2.236067977,ME,Maine
44,45,0.00979,5.5999999,0.2789,0,1.45,1,1.3,2.236067977,ME,Maine
45,46,0.02484,5.5999999,0.2545,0,1.45,1,1.3,2.236067977,ME,Maine
46,47,0.00547,5.5999999,0.2789,0,1.45,1,1.3,2.236067977,ME,Maine
47,48,0.00362,5.5999999,0.2789,0,1.45,1,1.3,2.236067977,ME,Maine
48,49,0.00362,5.5999999,0.2789,0,1.45,1,1.3,2.236067977,ME,Maine
49,50,0.056,5.5999999,0.2495,0,1.45,1,1.3,2.236067977,ME,Maine
50,51,0.056,5.5999999,0.2789,0,1.45,1,1.3,2.236067977,ME,Maine
51,52,0.056,5.5999999,0.2545,0,1.45,1,1.5,2.236067977,ME,Maine
52,53,0.056,5.5999999,0.2789,0,1.45,1,1.3,2.236067977,ME,Maine
53,54,0.0122,5.5999999,0.2386,0,1.45,2,1.3,3.16227766,ME,Maine
54,55,0.0122,5.5999999,0.2386,0,1.45,2,1.3,3.16227766,ME,Maine
55,56,0.01011,5.5999999,0.2386,0,1.45,2,1.3,3.16227766,ME,Maine
56,57,0.00417,5.5999999,0.2386,0,1.45,2,1.3,3.16227766,ME,Maine
57,58,0.00417,5.5999999,0.2386,0,1.45,2,1.3,3.16227766,ME,Maine
58,59,0.21489,5.5999999,0.239,0,1.45,1,1.3,2.236067977,ME,Maine
59,60,0.21489,5.5999999,0.26,0,1.45,1,1.3,2.236067977,ME,Maine
60,61,0.21489,5.5999999,0.2586,0,1.45,1,1.3,2.236067977,ME,Maine
61,62,0.21489,5.5999999,0.2751,0,1.45,1,1.3,2.236067977,ME,Maine
62,63,0.21489,5.5999999,0.2663,0,1.45,1,1.3,2.236067977,ME,Maine
63,64,0.0211,5.5999999,0.2402,0,1.45,2,1.3,3.16227766,ME,Maine
64,65,0.01262,5.5999999,0.2435,0,1.45,2,1.3,3.16227766,ME,Maine
65,66,0.33152,5.5999999,0.172,0,1.45,1,1.5,2.236067977,ME,Maine
66,67,0.33152,5.5999999,0.189,0,1.45,1,1.5,2.236067977,ME,Maine
67,68,0.33152,5.5999999,0.1815,0,1.45,1,1.5,2.236067977,ME,Maine
68,69,0.33152,5.5999999,0.1979,0,1.45,1,1.5,2.236067977,ME,Maine
69,70,0.33152,5.5999999,0.226,0,1.45,1,1.5,2.236067977,ME,Maine
70,71,0.33152,5.5999999,0.2666,0,1.45,1,1.5,2.236067977,ME,Maine
71,72,0.33152,5.5999999,0.2727,0,1.45,1,1.5,2.236067977,ME,Maine
72,73,0.07289,5.5999999,0.2395,0,1.45,1,1.3,2.236067977,ME,Maine
73,74,0.07289,5.5999999,0.2435,0,1.45,1,1.3,2.236067977,ME,Maine
74,75,0.03481,5.5999999,0.2649,0,1.45,1,1.3,2.236067977,ME,Maine
75,76,0.01273,5.5999999,0.2757,0,1.45,1,1.3,2.236067977,ME,Maine
76,77,0.00535,5.5999999,0.2757,0,1.45,1,1.5,2.236067977,ME,Maine
77,78,0.01279,5.5999999,0.2715,0,1.45,1,1.5,2.236067977,ME,Maine
78,79,0.01279,5.5999999,0.2743,0,1.45,1,1.5,2.236067977,ME,Maine
79,80,0.06612,5.5999999,0.292,0,1.45,1,1.5,2.236067977,ME,Maine
80,81,0.14261,5.5999999,0.2996,0,1.45,1,1.5,2.236067977,ME,Maine
81,82,0.14261,5.5999999,0.2974,0,1.45,1,1.5,2.236067977,ME,Maine
82,83,0.14261,5.5999999,0.2974,0,1.45,1,1.5,2.236067977,ME,Maine
83,84,0.14261,5.5999999,0.2974,0,1.45,1,1.5,2.236067977,ME,Maine
84,85,0.06122,5.5999999,0.2452,-0.5,1.5,2,1.5,3.16227766,ME,Maine
85,86,0.06122,5.5999999,0.2481,-0.5,1.5,2,1.5,3.16227766,ME,Maine
86,87,0.1929,5.5999999,0.2101,-0.5,1.55,2,1.5,3.16227766,ME,Maine
87,88,0.1929,5.5999999,0.228,-0.5,1.55,2,1.5,3.16227766,ME,Maine
88,89,0.1929,5.5999999,0.2053,-0.5,1.55,2,1.5,3.16227766,ME,Maine
89,90,0.1929,5.5999999,0.2134,-0.5,1.55,2,1.5,3.16227766,ME,Maine
90,91,0.1929,5.5999999,0.228,-0.5,1.5,2,1.5,3.16227766,ME,Maine
91,92,0.01638,5.5999999,0.2673,-0.5,1.5,2,1.5,3.16227766,ME,Maine
92,93,0.00801,5.5999999,0.2722,-0.5,1.5,2,1.5,3.16227766,ME,Maine
93,94,0.05358,5.5999999,0.2411,-0.5,1.5,1,1.5,2.236067977,ME,Maine
94,95,0.06838,5.5999999,0.2793,0,1.5,1,1.5,2.236067977,ME,Maine
95,96,0.06838,5.5999999,0.289,0,1.5,1,1.5,2.236067977,ME,Maine
96,97,0.00351,5.5999999,0.2701,-0.5,1.5,2,1.5,3.16227766,ME,Maine
97,98,0.00351,5.5999999,0.2701,-0.5,1.5,2,1.5,3.16227766,ME,Maine
98,99,0.0089,5.5999999,0.274,0,1.5,1,1.5,2.236067977,ME,Maine
99,100,0.01644,5.5999999,0.231,-0.5,1.55,1,1.5,2.236067977,ME,Maine
100,101,0.01362,5.5999999,0.2172,-0.5,1.6,1,1.5,2.236067977,ME,Maine
101,102,0.01362,5.5999999,0.2172,-0.5,1.6,1,1.5,2.236067977,ME,Maine
102,103,0.01333,5.5999999,0.2701,-0.5,1.5,2,1.5,3.16227766,ME,Maine
103,104,0.01333,5.5999999,0.2701,-0.5,1.5,2,1.5,3.16227766,ME,Maine
104,105,0.01377,5.5999999,0.2701,-0.5,1.5,2,1.5,3.16227766,ME,Maine
105,106,0.03012,5.5999999,0.2816,0,1.5,1,1.5,2.236067977,ME,Maine
106,107,0.03012,5.5999999,0.2816,0,1.5,1,1.5,2.236067977,ME,Maine
107,108,0.03012,5.5999999,0.2816,0,1.5,1,1.5,2.236067977,ME,Maine
108,109,0.03012,5.5999999,0.2816,0,1.5,1,1.5,2.236067977,ME,Maine
109,110,0.01364,5.5999999,0.274,0,1.5,1,1.5,2.236067977,ME,Maine
110,111,0.02818,5.5999999,0.2527,-0.5,1.5,2,1.5,3.16227766,ME,Maine
111,112,0.02818,5.5999999,0.2527,-0.5,1.5,2,1.5,3.16227766,ME,Maine
112,113,0.01755,5.5999999,0.2701,-0.5,1.5,1,1.5,2.236067977,ME,Maine
113,114,0.07166,5.5999999,0.1953,-0.5,1.6,1,1.5,2.236067977,ME,Maine
114,115,0.07166,5.5999999,0.2023,-0.5,1.6,1,1.5,2.236067977,ME,Maine
115,116,0.07166,5.5999999,0.2172,-0.5,1.6,1,1.5,2.236067977,ME,Maine
116,117,0.00321,5.5999999,0.1998,-0.5,1.65,1,1.5,2.236067977,ME,Maine
117,118,0.00321,5.5999999,0.1998,-0.5,1.65,1,1.5,2.236067977,ME,Maine
118,119,0.00683,5.5999999,0.1843,-0.5,1.7,1,1.5,2.236067977,ME,Maine
119,120,0.03799,5.5999999,0.2579,-0.5,1.5,1,1.5,2.236067977,ME,Maine
120,121,0.08751,5.5999999,0.1843,-0.5,1.7,2,1.5,3.16227766,ME,Maine
121,122,0.08751,5.5999999,0.1843,-0.5,1.7,2,1.5,3.16227766,ME,Maine
122,123,0.08751,5.5999999,0.1821,-0.5,1.7,2,1.5,3.16227766,ME,Maine
123,124,0.08751,5.5999999,0.1843,-0.5,1.7,2,1.5,3.16227766,ME,Maine
124,125,0.01236,5.5999999,0.1668,-0.5,1.7,2,1.5,3.16227766,ME,Maine
125,126,0.06115,5.5999999,0.2527,-0.5,1.5,2,1.5,3.16227766,ME,Maine
126,127,0.06115,5.5999999,0.2527,-0.5,1.5,2,1.5,3.16227766,ME,Maine
127,128,0.06115,5.5999999,0.2527,-0.5,1.5,2,1.5,3.16227766,ME,Maine
128,129,0.00612,5.5999999,0.2527,-0.5,1.5,1,1.5,2.236067977,ME,Maine
129,130,0.00684,5.5999999,0.2556,-0.5,1.5,1,1.5,2.236067977,ME,Maine
130,131,0.0109,5.5999999,0.1766,-0.5,1.7,2,1.5,3.16227766,ME,Maine
131,132,0.02582,3.24,0.1731,-0.5,1.7,2,1.5,3.872983346,ME,Maine
132,133,0.07649,5.5999999,0.1956,-0.5,1.7,1,1.5,2.236067977,ME,Maine
133,134,0.02406,5.5999999,0.2114,-0.5,1.65,1,1.5,2.236067977,ME,Maine
134,135,0.00596,5.5999999,0.223,-0.5,1.65,1,1.5,2.236067977,ME,Maine
135,136,0.00742,5.5999999,0.2031,-0.5,1.7,1,1.5,2.236067977,ME,Maine
136,137,0.0508,5.5999999,0.2172,-0.5,1.6,1,1.5,2.236067977,ME,Maine
137,138,0.0508,5.5999999,0.2231,-0.5,1.6,1,1.5,2.236067977,ME,Maine
138,139,0.03558,5.5999999,0.2579,-0.5,1.5,1,1.5,2.236067977,ME,Maine
139,140,0.0462,5.5999999,0.2295,-0.5,1.65,1,1.5,2.236067977,ME,Maine
140,141,0.0462,5.5999999,0.2328,-0.5,1.6,1,1.5,2.236067977,ME,Maine
141,142,0.06199,5.5999999,0.2573,-0.5,1.5,2,1.5,3.16227766,ME,Maine
142,143,0.06199,5.5999999,0.2546,-0.5,1.5,2,1.5,3.16227766,ME,Maine
143,144,0.16343,5.5999999,0.231,-0.5,1.55,1,1.5,2.236067977,ME,Maine
144,145,0.16343,5.5999999,0.2296,-0.5,1.6,1,1.5,2.236067977,ME,Maine
145,146,0.16343,5.5999999,0.2329,-0.5,1.55,1,1.5,2.236067977,ME,Maine
146,147,0.16343,5.5999999,0.2366,-0.5,1.6,1,1.5,2.236067977,ME,Maine
147,148,0.02616,3.24,0.1727,-0.5,1.9,2,1.3,5.477225575,ME,Maine
148,149,0.02616,3.24,0.1727,-0.5,1.9,2,1.3,5.477225575,ME,Maine
149,150,0.0057,3.24,0.1727,-0.5,1.9,2,1.3,5.477225575,ME,Maine
150,151,0.0057,3.24,0.1727,-0.5,1.9,2,1.3,5.477225575,ME,Maine
151,152,0.01102,5.5999999,0.223,-0.5,1.7,1,1.5,2.236067977,ME,Maine
152,153,0.02348,5.5999999,0.2125,-0.5,1.7,1,1.5,2.236067977,ME,Maine
153,154,0.02348,5.5999999,0.2125,-0.5,1.7,1,1.5,2.236067977,ME,Maine
154,155,0.02249,3.24,0.1727,-0.5,1.9,2,1.3,5.477225575,ME,Maine
155,156,0.02249,3.24,0.1727,-0.5,1.9,2,1.3,5.477225575,ME,Maine
156,157,0.02922,5.5999999,0.223,-0.5,1.65,1,1.5,2.236067977,ME,Maine
157,158,0.02207,3.24,0.1687,-0.5,1.85,2,1.3,5.477225575,ME,Maine
158,159,0.02207,3.24,0.1687,-0.5,1.85,2,1.3,5.477225575,ME,Maine
159,160,0.01348,5.5999999,0.223,-0.5,1.65,1,1.5,2.236067977,ME,Maine
160,161,0.04487,3.24,0.1687,-0.5,1.85,2,1.5,5.477225575,ME,Maine
161,162,0.04487,3.24,0.1687,-0.5,1.85,2,1.5,5.477225575,ME,Maine
162,163,0.01076,5.5999999,0.2125,-0.5,1.75,1,1.5,2.236067977,ME,Maine
163,164,0.01056,3.24,0.2125,-0.5,1.75,1,1.5,2.738612788,ME,Maine
164,165,0.04046,5.5999999,0.2209,-0.5,1.7,1,1.5,2.236067977,ME,Maine
165,166,0.06104,5.5999999,0.2155,-0.5,1.7,1,1.5,2.236067977,ME,Maine
166,167,0.00244,3.24,0.2125,-0.5,1.75,1,1.5,2.738612788,ME,Maine
167,168,0.00526,3.24,0.2206,-0.5,1.75,1,1.5,2.738612788,ME,Maine
168,169,0.03224,3.24,0.1725,-0.5,1.9,2,1.3,5.477225575,ME,Maine
169,170,0.03181,3.24,0.1752,-0.5,1.85,2,1.5,5.477225575,ME,Maine
170,171,0.00989,3.01,0.2669,-0.5,1.9,4,1.4,7.745966692,ME,Maine
171,172,0.01814,3.01,0.2683,-0.5,1.9,4,1.4,7.745966692,ME,Maine
172,173,0.01312,3.24,0.1828,-0.5,1.9,2,1.3,5.477225575,ME,Maine
173,174,0.01312,3.24,0.1796,-0.5,1.9,2,1.3,5.477225575,ME,Maine
174,175,0.04796,3.24,0.1758,-0.5,1.9,2,1.3,5.477225575,ME,Maine
175,176,0.04796,3.24,0.1796,-0.5,1.9,2,1.3,5.477225575,ME,Maine
176,177,0.01431,3.24,0.1838,-0.5,1.85,2,1.3,5.477225575,ME,Maine
177,178,0.01431,3.24,0.1838,-0.5,1.9,2,1.3,5.477225575,ME,Maine
178,179,0.00387,3.24,0.1939,-0.5,1.85,2,1.5,5.477225575,ME,Maine
179,180,0.01231,3.01,0.2688,-0.5,1.9,1,1.4,3.872983346,ME,Maine
180,181,0.01231,3.01,0.2688,-0.5,1.9,1,1.4,3.872983346,ME,Maine
181,182,0.00954,3.24,0.1838,-0.5,1.9,1,1.3,3.872983346,ME,Maine
182,183,0.11851,3.24,0.1945,-0.5,1.8,2,1.5,5.477225575,ME,Maine
183,184,0.11851,3.24,0.2018,-0.5,1.8,2,1.5,5.477225575,ME,Maine
184,185,0.11851,3.24,0.1939,-0.5,1.85,2,1.5,5.477225575,ME,Maine
185,186,0.11851,3.24,0.21,-0.5,1.8,2,1.5,5.477225575,ME,Maine
186,187,0.00609,3.24,0.1796,-0.5,1.9,1,1.3,3.872983346,ME,Maine
187,188,0.01046,3.24,0.1796,-0.5,1.9,1,1.3,3.872983346,ME,Maine
188,189,0.25244,3.24,0.1784,-0.5,1.95,2,1.3,5.477225575,ME,Maine
189,190,0.25244,3.24,0.1755,-0.5,1.9,2,1.3,5.477225575,ME,Maine
190,191,0.25244,3.24,0.1792,-0.5,1.95,2,1.3,5.477225575,ME,Maine
191,192,0.25244,3.24,0.179,-0.5,1.9,2,1.3,5.477225575,ME,Maine
192,193,0.00673,3.24,0.1796,-0.5,1.9,1,1.3,3.872983346,ME,Maine
193,194,0.12034,3.24,0.2256,-0.5,1.75,2,1.5,3.872983346,ME,Maine
194,195,0.12034,3.24,0.2143,-0.5,1.8,2,1.5,5.477225575,ME,Maine
195,196,0.12034,3.24,0.2253,-0.5,1.75,2,1.5,3.872983346,ME,Maine
196,197,0.06917,3.24,0.1796,-0.5,1.9,1,1.3,3.872983346,ME,Maine
197,198,0.06917,3.24,0.1796,-0.5,1.9,1,1.3,3.872983346,ME,Maine
198,199,0.00747,3.24,0.2225,-0.5,2.05,2,1.3,5.477225575,ME,Maine
199,200,0.00747,3.24,0.2225,-0.5,2.05,2,1.3,5.477225575,ME,Maine
200,201,0.01703,3.01,0.2683,-0.5,1.9,1,1.4,3.872983346,ME,Maine
201,202,0.01775,3.24,0.1791,-0.5,1.95,1,1.3,3.872983346,ME,Maine
202,203,0.01715,3.24,0.1796,-0.5,1.95,1,1.3,3.872983346,ME,Maine
203,204,0.00309,3.24,0.2294,-0.5,2.05,1,1.3,3.872983346,ME,Maine
204,205,0.01475,3.24,0.2225,-0.5,2.05,2,1.3,5.477225575,ME,Maine
205,206,0.02487,3.01,0.2707,-0.5,1.9,1,1.4,3.872983346,ME,Maine
206,207,0.0797,3.24,0.2469,-0.5,2.05,2,1.3,5.477225575,ME,Maine
207,208,0.0797,3.24,0.2793,-0.5,2.05,2,1.3,5.477225575,ME,Maine
208,209,0.03471,3.24,0.1823,-0.5,1.95,1,1.3,3.872983346,ME,Maine
209,210,0.05016,3.24,0.1967,-0.5,1.85,1,1.5,3.872983346,ME,Maine
210,211,0.00672,3.24,0.2846,-0.5,2.05,1,1.3,3.872983346,ME,Maine
211,212,0.00815,3.24,0.1994,-0.5,1.9,1,1.5,3.872983346,ME,Maine
212,213,0.05209,3.24,0.1881,-0.5,1.85,1,1.5,3.872983346,ME,Maine
213,214,0.06463,3.24,0.1981,-0.5,1.85,1,1.5,3.872983346,ME,Maine
214,215,0.06463,3.24,0.1939,-0.5,1.85,1,1.5,3.872983346,ME,Maine
215,216,0.0118,3.24,0.2107,-0.5,1.85,1,1.5,3.872983346,ME,Maine
216,217,0.01037,3.01,0.2744,-0.5,1.85,1,1.4,3.872983346,ME,Maine
217,218,0.00764,3.01,0.2745,-0.5,1.9,1,1.4,3.872983346,ME,Maine
218,219,0.00839,3.24,0.2843,-0.5,2.05,1,1.3,3.872983346,ME,Maine
219,220,0.00572,3.24,0.2943,-0.5,2.05,1,1.3,3.872983346,ME,Maine
220,221,0.00572,3.24,0.2943,-0.5,2.05,1,1.3,3.872983346,ME,Maine
221,222,0.04788,3.24,0.252,-0.5,2.05,1,1.3,3.872983346,ME,Maine
222,223,0.07013,3.24,0.2749,-0.5,2.05,1,1.3,3.872983346,ME,Maine
223,224,0.07013,3.24,0.2787,-0.5,2.05,1,1.3,3.872983346,ME,Maine
224,225,0.03058,3.24,0.2049,-0.5,2,2,1.3,5.477225575,ME,Maine
225,226,0.00308,3.24,0.1881,-0.5,1.95,1,1.3,3.872983346,ME,Maine
226,227,0.03484,3.24,0.192,-0.5,1.95,1,1.3,3.872983346,ME,Maine
227,228,0.03484,3.24,0.192,-0.5,1.95,1,1.3,3.872983346,ME,Maine
228,229,0.03672,3.24,0.2314,-0.5,1.75,1,1.5,2.738612788,ME,Maine
229,230,0.05278,3.24,0.2328,-0.5,1.75,1,1.5,2.738612788,ME,Maine
230,231,0.05278,3.24,0.2439,-0.5,1.75,1,1.5,2.738612788,ME,Maine
231,232,0.00227,5.5999999,0.249,-0.5,1.75,1,1.5,2.236067977,ME,Maine
232,233,0.01023,3.24,0.249,-0.5,1.75,1,1.5,2.738612788,ME,Maine
233,234,0.01023,3.24,0.249,-0.5,1.75,1,1.5,2.738612788,ME,Maine
234,235,0.01188,5.5999999,0.249,-0.5,1.75,1,1.5,2.236067977,ME,Maine
235,236,0.03142,5.5999999,0.25,-0.5,1.75,1,1.5,2.236067977,ME,Maine
236,237,0.00462,5.5999999,0.2622,-0.5,1.7,1,1.5,2.236067977,ME,Maine
237,238,0.01424,5.5999999,0.2589,-0.5,1.7,1,1.5,2.236067977,ME,Maine
238,239,0.00713,3.24,0.235,-0.5,1.75,1,1.5,2.738612788,ME,Maine
239,240,0.01454,3.24,0.3053,-0.5,2.05,1,1.3,3.872983346,ME,Maine
240,241,0.01276,3.24,0.1884,-0.5,1.95,2,1.3,5.477225575,ME,Maine
241,242,0.01403,3.24,0.2943,-0.5,2.05,1,1.3,3.872983346,ME,Maine
242,243,0.01784,3.24,0.192,-0.5,1.95,1,1.3,3.872983346,ME,Maine
243,244,0.02654,3.24,0.192,-0.5,1.95,1,1.3,3.872983346,ME,Maine
244,245,0.02654,3.24,0.192,-0.5,1.95,1,1.3,3.872983346,ME,Maine
245,246,0.01649,3.24,0.2984,-0.5,2.05,1,1.3,3.872983346,ME,Maine
246,247,0.00335,3.24,0.2943,-0.5,2.05,1,1.3,3.872983346,ME,Maine
247,248,0.00403,3.24,0.189,-0.5,1.95,2,1.3,5.477225575,ME,Maine
248,249,0.00256,3.24,0.2943,-0.5,2.05,1,1.3,3.872983346,ME,Maine
249,250,0.00256,3.24,0.2943,-0.5,2.05,1,1.3,3.872983346,ME,Maine
250,251,0.0177,3.01,0.2745,-0.5,1.9,1,1.4,3.872983346,ME,Maine
251,252,0.01126,3.24,0.2667,-0.5,2.05,2,1.3,5.477225575,ME,Maine
252,253,0.02927,3.24,0.1881,-0.5,1.95,1,1.3,3.872983346,ME,Maine
253,254,0.04786,3.24,0.2846,-0.5,2.05,1,1.3,3.872983346,ME,Maine
254,255,0.04786,3.24,0.2846,-0.5,2.05,1,1.3,3.872983346,ME,Maine
255,256,0.04786,3.24,0.2806,-0.5,2.05,1,1.3,3.872983346,ME,Maine
256,257,0.00689,3.24,0.1881,-0.5,1.95,1,1.3,3.872983346,ME,Maine
257,258,0.02395,3.24,0.235,-0.5,1.75,1,1.5,2.738612788,ME,Maine
258,259,0.02395,3.24,0.235,-0.5,1.75,1,1.5,2.738612788,ME,Maine
259,260,0.01868,3.24,0.1881,-0.5,1.95,2,1.3,5.477225575,ME,Maine
260,261,0.02634,3.24,0.2943,-0.5,2.05,1,1.3,3.872983346,ME,Maine
261,262,0.02624,3.24,0.2196,-0.5,2.05,2,1.3,5.477225575,ME,Maine
262,263,0.0753,3.24,0.2846,-0.5,2.05,1,1.3,3.872983346,ME,Maine
263,264,0.0753,3.24,0.2873,-0.5,2.05,1,1.3,3.872983346,ME,Maine
264,265,0.03068,3.24,0.2,-0.5,2.05,2,1.3,5.477225575,ME,Maine
265,266,0.05238,3.24,0.189,-0.5,2,2,1.3,5.477225575,ME,Maine
266,267,0.02229,3.24,0.189,-0.5,2,2,1.3,5.477225575,ME,Maine
267,268,0.00434,3.24,0.189,-0.5,2,2,1.3,5.477225575,ME,Maine
268,269,0.00995,3.24,0.2196,-0.5,2.05,1,1.3,3.872983346,ME,Maine
269,270,0.0232,3.24,0.298,-0.5,2.05,1,1.3,3.872983346,ME,Maine
270,271,0.03924,3.24,0.3053,-0.5,2.05,1,1.3,3.872983346,ME,Maine
271,272,0.00605,3.24,0.189,-0.5,2,1,1.3,3.872983346,ME,Maine
272,273,0.03275,3.24,0.2667,-0.5,2.05,2,1.3,5.477225575,ME,Maine
273,274,0.06036,3.24,0.3135,-0.5,2.05,2,1.3,5.477225575,ME,Maine
274,275,0.08457,3.24,0.2522,-0.5,1.75,1,1.5,2.738612788,ME,Maine
275,276,0.03353,3.24,0.2414,-0.5,1.75,1,1.5,2.738612788,ME,Maine
276,277,0.04252,3.24,0.3531,-0.5,2.05,1,1.3,3.872983346,ME,Maine
277,278,0.04252,3.24,0.3569,-0.5,2.05,1,1.3,3.872983346,ME,Maine
278,279,0.07588,3.01,0.3011,-0.5,1.8,1,1.4,3.872983346,ME,Maine
279,280,0.07588,3.01,0.2847,-0.5,1.8,1,1.4,3.872983346,ME,Maine
280,281,0.07588,3.01,0.2744,-0.5,1.85,1,1.4,3.872983346,ME,Maine
281,282,0.07588,3.01,0.2946,-0.5,1.8,1,1.4,3.872983346,ME,Maine
282,283,0.13734,3.01,0.291,-0.5,1.85,1,1.4,3.872983346,ME,Maine
283,284,0.13734,3.01,0.277,-0.5,1.85,1,1.4,3.872983346,ME,Maine
284,285,0.13734,3.01,0.2837,-0.5,1.85,1,1.4,3.872983346,ME,Maine
285,286,0.08819,3.01,0.2827,-0.5,1.9,2,1.4,5.477225575,ME,Maine
286,287,0.08819,3.01,0.2898,-0.5,1.9,2,1.4,5.477225575,ME,Maine
287,288,0.02439,3.24,0.2922,-0.5,2.05,1,1.3,3.872983346,ME,Maine
288,289,0.02439,3.24,0.3007,-0.5,2.05,1,1.3,3.872983346,ME,Maine
289,290,0.04389,3.24,0.2028,-0.5,2,1,1.3,3.872983346,ME,Maine
290,291,0.04389,3.24,0.2084,-0.5,2,1,1.3,3.872983346,ME,Maine
291,292,0.00991,3.01,0.2875,-0.5,1.9,1,1.4,3.872983346,ME,Maine
292,293,0.01621,3.01,0.2898,-0.5,1.9,1,1.4,3.872983346,ME,Maine
293,294,0.14299,3.24,0.2203,-0.5,2.05,1,1.3,3.872983346,ME,Maine
294,295,0.14299,3.24,0.221,-0.5,2.05,1,1.3,3.872983346,ME,Maine
295,296,0.14299,3.24,0.2219,-0.5,2.05,1,1.3,3.872983346,ME,Maine
296,297,0.14299,3.24,0.2196,-0.5,2.05,1,1.3,3.872983346,ME,Maine
297,298,0.0183,3.24,0.2778,-0.5,2,1,1.4,3.872983346,ME,Maine
298,299,0.08356,3.24,0.3531,-0.5,2.05,1,1.3,3.872983346,ME,Maine
299,300,0.08356,3.24,0.3608,-0.5,2.05,1,1.3,3.872983346,ME,Maine
300,301,0.08356,3.24,0.3646,-0.5,2.05,1,1.3,3.872983346,ME,Maine
